,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
['2019-03-16T00:00:00.000000000'],"FOX NEWS: Olivia Jade was 'literally never at school,' she jokes in 2018 video",FOX NEWS: Daniel Radcliffe transforms into Tim Jenkin for ‘Escape from Pretoria’ film,"FOX NEWS: Adrian Gurvitz recalls jamming with Jimi Hendrix, the inspiration behind ‘Race with the Devil’","FOX NEWS: Prince Harry, Prince William ‘have had a rift,’ not Meghan Markle, Kate Middleton, says royal filmmaker",FOX NEWS: Bob Newhart's Cadillac station wagon is no joke and up for auction,FOX NEWS: Car smashed after it ‘limboed’ under 2 overturned trailers in California: authorities,FOX NEWS: Could Elon Musk’s high-speed tunnel in Las Vegas answer nation’s infrastructure problem?,FOX NEWS: Racing icon Janet Guthrie dropped as NASCAR Landmark Award nominee,FOX NEWS: Performance enhancing pigment? 2020 Ford Mustang's Grabber Lime paint is 'on steroids',FOX NEWS: SEC charges former Volkswagen CEO Winterkorn with fraud for role in dieselgate,FOX NEWS: Man fails to smuggle tortoises disguised as pastries into Berlin Airport,"FOX NEWS: American Airlines suspends service to Venezuela following travel advisory, concerns from pilots union",FOX NEWS: Icelandic towns fear tourism could suffer because Google's maps show 'nothing but snow',FOX NEWS: Chelsea Clinton confronted at NYU vigil for mosque victims over her remarks about Omar,FOX NEWS: Efforts to blame Trump after New Zealand mosque attacks,FOX NEWS: Dhillon: Media tearing us apart by blaming New Zealand attack on Trump,FOX NEWS: What do Beto O'Rouke's hand gestures tell us about him?,FOX NEWS: Why are California officials ducking their responsibility in illegal immigrant crime?,FOX NEWS: Chaffetz: There are things Comey said under oath that were lies,FOX NEWS: Ocasio-Cortez does push-ups to pass time during 'boring' hearing recess,Bipartisan effort looks to get rid of cash bail for petty offenses in Colorado,Bipartisan effort looks to get rid of cash bail for petty offenses in Colorado,Andrew Yang on why universal basic income won't make people lazy,"Brooklyn DA announces Justice 2020, a plan for sweeping criminal justice reform","Purdue University bans Netflix, other streaming services for students in academic buildings",So-Called ‘MAGA Bomber’ Expected to Plead Guilty,Former US Defense Agent Pleads Guilty to Spying for Chinese,Disney rehires James Gunn for Guardians of the Galaxy 3 after firing him over old tweets,Job Openings Jump to Near-Record 7.6 Million,Russian Tycoon Sues US Treasury Over Sanctions,Trump Uses First Veto on Anti-Emergency Resolution,[NFL] Disturbing Details Emerge in Tyreek Hill's Alleged Battery Against Young Son,Gov. Grisham signed legislation Thursday creating a Cabinet-level department that will oversee and coordinate New Mexico’s push to expand prekindergarten and other early childhood programs.,Local state reps split on indoor vaping ban,Colorado Senate gives bipartisan support to expanding driver's license program for undocumented immigrants,Texas lawmakers look to quicken parole for youth offenders,Trump budget: proposal cuts retirement benefits for federal employees,Trump Encourages Violence From His Supporters. They’re Listening.
