,0,1,2,3,4,5,6,7
['2017-04-20T00:00:00.000000000'],Bill O’Reilly Severance: Fox News Host to Get $25 Million,Top 10 Best Beautiful Place in USA,"Jeb Bush and Derek Jeter join forces for Miami Marlins bid, sources say","Healing Austin: An ailing city, a lone doctor's mission to stop the spread of HIV - In Austin, Indiana, a growing addiction problem led to the largest drug-fueled HIV outbreak to hit rural America","Iowa DOT loses another ticket case, must return $200,000 - Forfeiture ruling is the latest in a string of lawsuits alleging transportation officers are overstepping their authority",Sen. Chuck Grassley says he expects a Supreme Court justice to resign this summer,Ann Coulter's Berkeley University Speech Was Cancelled But She's Going Anyways,Republicans face a Trump problem as they look to 2018 contests
