,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
['2018-08-31T00:00:00.000000000'],You Did It: California Net Neutrality Passes State Assembly,Seven die in 'horrifying' Greyhound crash,Seven die in 'horrifying' Greyhound crash,It's not a Revolution it's a movement.,Donald Trump has threatened to withdraw the United States from the WTO,Trump Comes Out Swinging At Democrats,"Aretha Franklin funeral, John McCain receives rare honor: 5 things you need to know Friday",How Steve Jobs teased his nine-year-old daughter Lisa about sex and made her watch as he ‘moaned’ and kissed his second wife,Who is McCain?,California looks to adopt Obama-style net neutrality rules,Sheriff Searching for Illegal Dumping Duo at Ohio Wildlife Preserve,Couple who raised $400K for homeless Johnny Bobbitt have 24 hours to turn over the money,N .Y. Gov. offers to pay fees for 7-year-old's lemonade stand shut down by state health inspector,Man charged with making death threats against journalists over Trump editorials,Alex Jones Fails To Stop Sandy Hook Parents' Defamation Case,Republican senator asks FTC to examine Google ads,McCain Memorial Service,Arbitrator sends Kaepernick’s grievance against NFL to trial,"John McCain's 106-year-old mother expected to attend memorial services in DC, Maryland","Chicago water plant collapses after explosion, causing injuries"
