,0,1,2,3,4,5,6
['2018-08-29T00:00:00.000000000'],Assignment asking 'whom to leave behind' causes outrage,Jacksonville shooter legally armed himself in state with one of USA's toughest gun laws,"Liberal Democrats, Trump loyalists, and women win in U.S. nominating contests",California scraps cash bail in move touted as economic fairness,"In tweet, Trump blames China for hacking Clinton’s emails",Trump To Japanese Prime Minister: I Remember Pearl Harbor’,White House investigating Google after Trump accuses it of bias
