,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
['2018-04-07T00:00:00.000000000'],Anna Chennault: 'Steel butterfly' who charmed US and China,Kendra Wilkinson Confirms Her Marriage Is Over: ‘Too Much Fear Has Gotten In the Way’,"What are H-1B visas, and do they hurt American workers? - Times of India",China trade dispute could slam U.S. retailers,"Homeland Security to Compile Database of Journalists, Bloggers",China’s reverse brain drain sees US educated graduates coming back,"Dear Trump, fix the books, not China, to cut deficit","Mattis OKs 4,000 National Guard troops for border, starting Friday night",Gun reform bill pushed by Gov. Kasich introduced in Ohio House,Judge grants TPD request to seize man's rifles under new gun law,Michigan: Gov. Rick Snyder ending bottled water for Flint,Trump Organization’s web store collects sales tax in just two states,Merkel and Trump Meet at the White House - 13ACE,Federal Judge Upholds Massachusetts’s Assault-Weapons Ban,Dow tumbles 572 points as trade war fears pummel stocks
