,0,1,2,3,4,5
['2017-10-13T00:00:00.000000000'],"Trump ends key insurance subsidies, vows to dismantle Obamacare","US President Donald Trump announces the nomination of Kirstjen Nielsen, John Kellys principal deputy chief of staff, as the new secretary of the Department of Homeland Security.",CNN claims Russia used Pokemon Go to meddle in US election.,What every citizen should know about Islam and America’s Muslims...,John Kelly talks about North Korea's nuclear threat.,Former Soviet Leader’s Granddaughter Likens Trump To Joseph Stalin
