,0,1,2,3,4,5,6,7,8,9
['2018-11-15T00:00:00.000000000'],"Exclusive: 72 percent say media ‘dividing Americans,’ spreading ‘ha",Montana: Federal judge denies motion to dismiss case against publisher of neo-Nazi website,"Should Iowa restore voting rights to 52,000 felons? Advisory board pushes proposal.",Montana: Federal judge denies motion to dismiss case against publisher of neo-Nazi website,California wildfires: Is Trump right when he blames forest managers?,Experts warn US at risk of losing war with Russia or China,Michael Avenatti arrested for domestic violence in LA,Migrants climb over fence as caravan arrives in Tijuana,James Mattis Press Briefing on MILITARY to Stop MIGRANT CARAVAN at US - Mexico Border,Parkland shooter Nikolas Cruz faces new charges for allegedly attacking a jail officer and taking his stun gun
