,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
['2019-03-15T00:00:00.000000000'],Lori Loughlin and Felicity Huffman sued for $500bn in college cheating scam,US Muslim advocacy group to Trump: 'We hold you responsible' for increase in Islamophobia,"#MadamSpeaker TRASHES the cruel #TrumpBudget: It steals $2 trillion from Medicare &amp; Medicaid, slashes $220 billion from hungry families, guts student loans by $207 billion, &amp; cuts $5 billion from the NIH &amp; National Cancer Institute – while he’s promising research breakthroughs!",Midwire,"Medical Billing Services in Orlando, Florida | ACP billing Services LLC","Jim Boka, (hopefully) former IBM employee",One dead after aircraft Cessna 172 Skyhawk crashed in Texas,FOX NEWS: Dominatrix moving from NYC townhouse over complaints of lifestyle and business: 'It's such a shame',FOX NEWS: Sephora ends partnership with Lori Loughlin's daughter Olivia Jade amid college admissions scandal,"Your Questions on the College Admission Scandal, Answered.",FOX NEWS: OxyContin creator considers bankruptcy as lawsuits grow amid national opioid crisis,"FOX NEWS: Air pollution more deadly than smoking, new study finds","FOX NEWS: Pennsylvania mom mistakes colon cancer symptoms for hemorrhoids, shares 'shocking' story to warn others",FOX NEWS: 'I Am Jazz' surgeon fired for posting photos of transgender patients' genitals: report,FOX NEWS: Florida officer's daughter made honorary Pennsylvania trooper amid cancer diagnosis,FOX NEWS: 4-year-old girl battling cancer becomes honorary Pennsylvania State Trooper,FOX NEWS: Marine helps 'Disney princess' daughter dance with grandpa who has Alzheimer's,Lawmakers propose package of bills as discussion begins about legalizing recreational marijuana in Connecticut,Breaking: Connecticut Lawmakers Unveil Plan to Legalize Marijuana,"Top Facebook, WhatsApp executives quit",US court: Sandy Hook victims' families can sue Remington,House Backs Full Disclosure of Special Counsel Mueller's Report,Delaware's 'most comprehensive criminal justice reform effort in decades' is introduced in Dover,"White-Collar Prosecutions Hit Historic Low, Study Finds","Squeezed by Trump Policies, Asylum Seekers Wait at 'Window to US'","Congress Has a Breaking Point. This Week, Trump Might Have Found It. “The Senate’s waking up a little bit to our responsibilities,” said Senator Lamar Alexander, Republican of Tennessee.",House overwhelmingly approves resolution urging release of Mueller report,Poll: Majority still opposes Trump emergency declaration,What to expect if Mueller gets hauled to the Hill,"Michigan: Middle finger protected by the constitution, rules 6th Circuit [slip opinion in comments]","U.S. considering sanctions to restrict Visa, Mastercard in Venezuela: official","Butterball Recalls 78,000 Pounds of Turkey Over Possible Salmonella Contamination",NYC Mayor unveils plan to protect Lower Manhattan from rising seas and storm surges,"Senators Introduce Bill to Support Early Childhood STEM Education, STEM Equity -- THE Journal",Illinois Senate approves 'Tobacco 21' bill,Caucus Calls For Solar Policy Action In Connecticut - Solar Industry,What Is a Business?
