,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
['2019-07-09T00:00:00.000000000'],FOX NEWS: Bride slams cousin for refusing request to be bridesmaid: 'You’re too fat to be a bridesmaid anyway',FOX NEWS: Heartbreaking photo shows bride's grandfather eating alone next to memorial for late wife,"Trump Can’t Block Critics From His Twitter Account, Appeals Court Rules",FOX NEWS: Kevin Hart bought something blue for his birthday - a custom 1970 Plymouth 'Cuda,FOX NEWS: Elephant slaps tourist in the face in viral video: 'I was catapulted backward',FOX NEWS: Gender reveal in Australia goes terribly wrong when car catches fire,"FOX NEWS: Electric Curtiss motorcycle features wild 'radial V8' design, sky-high price",FOX NEWS: Mysterious car graveyard growing behind homes in suburban lot,Amy McGrath Opens Challenge to Mitch McConnell in Kentucky,"The future of sports gambling -- States, casinos, teams, and fans all hope to cash in on legal sports betting",Festival Removes Rapper Who Quit Music Fest That Double-Charged Whites,Theresa May has 'full faith' in UK ambassador who criticised Trump,Russian TV Expresses Bewilderment Over West Transfixed With Identity Politics,FOX NEWS: American Airlines apologizes after doctor was allegedly told to 'cover up' outfit with a blanket,FOX NEWS: Guests at Disney World claim guns went missing from their cars,FOX NEWS: Chick-fil-A offering free food on Tuesday for anyone dressed like a cow,Equal Pay? Women’s World Cup Brings in $131 Million Compared to Men’s Which Earned $6 Billion,Qatar’s emir to meet Trump to discuss economy and security,Tommy Robinson’s Desperate Plea To President Trump,National Libyan Army Go Rouge Again-Seize Qatari Supplied Weaponry from Tripoli,National Libyan Army Go Rouge Again-Seize Qatari Supplied Weaponry from Tripoli,I dont know what is this,"FOX NEWS: Dog owners would rather kiss a dog than their human partner, survey suggests","FOX NEWS: Crocs’ mascot 'Croc man' goes viral, terrifies internet: 'It still haunts me'",Leaked British Cables Critical of Trump Lead to Diplomatic Uproar,U.N. Rights Head ‘Shocked’ by Treatment of Migrant Children at U.S. Border,"Texas must alleviate 'crushing' foster care caseworker workloads, appeals court rules",Billionaire Tom Steyer May Enter the 2020 Field as Rep. Eric Swalwell Bows Out,Investigation Intensifies Into Top Trump Fund-raiser,A Man Licked a Carton of Ice Cream for a Viral Internet Challenge. Now He’s in Jail.,Michigan Rep. Justin Amash Formally Withdraws From House GOP Caucus,US State Dept approves potential $2.2 bn arms sale to Taiwan,"Make money fast, affiliate marketing, ways to make money, make money,",Trump Talks Up ‘America’s Environmental Leadership’ in Climate Speech,'It sickens me': Gillian Flynn slams Gone Girl theory in missing woman case,"Swalwell Out, Steyer In – Report","FOX NEWS: Petition calls for McDonald's, Burger King to eliminate plastic toys from kids' meals",FOX NEWS: Photographer slams 'influencer' who wants free wedding photos: 'You could have just said no politely',"FOX NEWS: Hyundai considering joining NASCAR, report says",‘I Don’t Run It’: Trump Responds to Reports of Undocumented Workers
