,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
['2018-07-21T00:00:00.000000000'],The Political War Against President Trump,CIA official: China wants to replace US as world superpower,"Steve Tisch rips President Trump, says Giants won’t punish anthem protesters",Basil health benefits recipes for fatigue hypertension diabetes rheumatism,How to Reprogram your Brain and Change your Limiting Beliefs,Trump fan raising bail money for when she pops 'Baby Trump' balloon gets her bubble burst instead,Unmarked graves of black forced-labour prisoners found in Texas,Facebook investigates data firm Crimson Hexagon,"Victory for Trump as ZTE ban push is crushed in Congress, senators say",Doctor for former President George H.W. Bush fatally shot in Houston,"Adrian Cronauer, *Good Morning Vietnam* DJ passes away at age 79.",Trump on Putin meeting: it wasn't all rosy,Parkland school shooting: Father of two survivors killed in Florida store,Trump 'secretly recorded discussing payment to Playboy model',NFL teams' national revenue increased last season
