,0,1,2,3,4,5,6,7,8,9,10,11,12
['2018-02-14T00:00:00.000000000'],"President Trump Hosts Infrastructure meeting with GOP and DEMS at White House Feburary 14,2018","House Speaker Paul Ryan news conference Feburary 14, 2018",It’s Time to End the Scam of Flying Pets,Shooting Outside NSA Headquarters Ends With One Injured,An axle to grind: Cars block the road to a renegotiated NAFTA -- Agreeing new rules on cars will be crucial to the deal’s success,"Mattis Arrives For NATO Defense Meeting In Brussels Feburary 14,2018","January’s retail sales figures disappointed, and tax cuts won’t rescue February, either","Pepsi announced it's laying off employees the same day it touted $1,000 bonuses because of the new tax law",Seattle ICE attorney charged with stealing immigrants' identities,Professor Cancels Course On Hate Speech Amid Contention Over His Use Of Slur,Scary landing after United flight loses engine cover,New York: Graffiti Artists Awarded $6.7 Million for Destroyed 5Pointz Murals,Department Of Education: We're Done Being Involved With Transgender Students And Bathrooms
