,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
['2019-04-11T00:00:00.000000000'],FOX NEWS: Stars and Stripes Dodge Challenger and Charger salute U.S. military,FOX NEWS: Claire's responds to ex-employee who claims she was instructed to pierce non-consenting children,Failed Texas Bill Would Have Made Death Penalty Possible in Abortion Cases,FOX NEWS: Search on for who left cremated remains at Alaska airport,FOX NEWS: Airport police looking for traveler who left cremated human remains at TSA checkpoint in Alaska,The Last 48 Hours of Border Policy Explained,FOX NEWS: Florida man arrested outside Olive Garden while eating spaghetti with bare hands,"FOX NEWS: Official 'Game of Thrones' wine collection was inspired by climates, cuisines of Westeros",FOX NEWS: Farm find: Police recover trailer stolen in 2007,FOX NEWS: Legendary long-lost BMW M1 speed record supercar unearthed from London garage,Barr Asserts Intelligence Agencies Spied on the Trump Campaign,FOX NEWS: American Airlines passenger spots fellow travelers playing footsie over their seats,"FOX NEWS: Living near a national park or nature reserve can make you healthier and wealthier, study suggests","FOX NEWS: Instagram models using new app to exchange posts for free food, beauty treatments, yoga classes",Arms sales to Saudi Arabia: UK being taken to court,Trademark Attorney Registration in USA,"In San Antonio, a Preview of How Immigration Could Play Out in 2020",Treasury Dept. Declines House Request for Trump’s Tax Returns,"Pete Buttigieg, Gay and Christian, Challenges Religious Right on Their Own Turf","Medicare for All and Beyond, Sanders Uses the Senate as His Launching Pad","Lori Loughlin and Felicity Huffman: 1 Scandal, 2 Actresses, Diverging Paths",How Large Is the Bay Area’s Homeless Population?,Fact-Checking Trump’s Family Separation Claim about Obama’s Policy,The head of the US border service resigned,House Democrats Vote to Reinstate Net Neutrality,The Pathway to Universal Health Care Bill Is Passing with Bipartisan Support (in Washington State),"FOX NEWS: Tiny Indiana town, with a population of 3, selling for $3.8 million",Ex-Obama Counsel Expects to Be Charged Soon in Mueller-Related Case,"Retiring as a Judge, Trump’s Sister Ends Court Inquiry Into Her Role in Tax Dodges",The U.S. Immigration System May Have Reached a Breaking Point,FOX NEWS: Man brings pet camel into PetSmart: 'Jeffrey really loved his little shopping expedition',Lawmakers Roll out Bipartisan Vehicle Innovation Act - NGT News,Barr says he thinks spying occurred on 2016 Trump campaign,Maduro government a threat to U.S. national security: Pompeo,Trump signs orders making it harder to block pipelines,Kenneth Starr admits he omitted in report that Hillary Clinton 'triggered' Vince Foster's suicide,FOX NEWS: Here's why NASCAR Bristol race had so many empty seats,FOX NEWS: Ford recalling 327k F-Series trucks for fire risk...again,FOX NEWS: More than 700 flights canceled at Denver airport as blizzards threaten to snarl travel across Central US,FOX NEWS: Alaska Airlines flight diverts after 'belligerent' passenger lit a cigarette midflight,William Barr Testimony Highlights: Government ‘Spying Did Occur’ on Trump Campaign,"Minnesota child-sex sting results in 58 arrests, state says",Democrats should support Donald Trump's border wall. It's a mistake for them to fight it.
