,0,1,2,3,4,5,6,7,8,9,10,11
['2017-02-06T00:00:00.000000000'],Berkeley Republican Says Pro-Milo Students Still Getting Threats,Chance the Rapper models “Thank You Obama” clothing line,President Donald Trump congratulates Patriots on Twitter after Super Bowl LI win,Michigan leads effort to shift workers away from pensions,2017 Super Bowl: Patriots Win 5th Title in Thriller Over Falcons,“Love Trumps Hate!”,Early signs suggest Trump's actions are taking a toll on the Trump brand,Mike Pence: Trump ‘Has Every Right to Criticize’ Other Branches of Government,Nearly 500 arrested in California human trafficking raids,Record numbers for race to benefit refugees after travel ban,Donald Trump's administration will use 'every legal means' to restore travel ban after emergency motion to reinstate it fails,White House predicts courts will reinstate travel ban
