,0,1,2,3,4,5,6,7,8,9,10
['2017-03-16T00:00:00.000000000'],There is no change in the US policy on the Trump Government with Modi at NSG,Neue US-Gesetzesinitiative gegen RT News: Demokraten wollen sich an russischem Medium rächen,"Trump budget slashes agencies to focus on wall, defense","A hidden tribe, a disastrous school and finally, a cry for help - In a remote corner of the Grand Canyon, Havasupai parents are suing the federal government for failing to educate their children.",Berkeley slams door on Trump border wall contractors,Texas Butthole Tickling Bandit Apprehended!,Big win for automakers as Trump orders fuel economy standards review,Federal judge in Hawaii freezes President Trump’s new entry ban,Seattle judge delays decision on immigrants’ challenge to travel ban,The Latest: Judge: Trump has power to ban foreign travelers,The Oklahoma Senate has suspended nearly all of Ralph Shortey's privileges as a lawmaker following revelations that police are investigating his relationship with a minor.
