,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
['2017-08-15T00:00:00.000000000'],"Pretoria , South Africa, this is your time to heal",http://poshcouriers.com/,North Korea’s leader holds fire on Guam missile launch,"Donald Trump and Kim Jong Un, made for each other?",Obama Charlottesville tweet one of the most liked ever,Holocaust Memorial in Boston damaged for second time this summer,"Flag bracelet, foreign language",Royal USA,Top Amazing & Wonderful Moment Of Neutral.,Texas A&M cancels Alt-Right event,Questions about lawyers' fees put El Chapo defense in limbo,Gangs and immigration: The federal government may inadvertantly be helping MS-13 to recruit -- Gang members often want to join the one with the most fearsome reputation,"Testing, testing…: How close is North Korea to having a missile that can hit LA? -- Closer than was previously thought, and far too close for comfort",The war of the worlds: North Korea-USA-China,'Out for blood': Man arrested in plan to bomb Oklahoma bank
