,0,1,2,3,4,5,6
['2018-10-20T00:00:00.000000000'],US Mega Millions jackpot hits $1.6 billion after no winners,Migrant caravan: US-bound migrants clash with Mexico riot police,Mega Millions numbers for $1B jackpot announced,Alaska Gov. Bill Walker abandons election - Incumbent independent throws support behind Democratic candidate Mark Begich,California hopefuls blame incumbents as farm towns struggle,Lotto fever grips U.S. as Mega Millions jackpot hits $1 billion,U.S. Charges Russian for Conspiracy to Interfere in 2016 and 2018 Elections
