,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
['2019-06-30T00:00:00.000000000'],Reefer Madness or Pot Paradise? The Surprising Legacy of the Place Where Legal Weed Began,A Supreme Court Term Marked by Shifting Alliances and Surprise Votes,FOX NEWS: Woman claims KFC gave her green chicken: 'I’ll probably be avoiding KFC for a while after this',‘Mormon’ No More: Faithful Reflect on Church’s Move to Scrap a Moniker,FOX NEWS: Woman wearing see-through top kicked off plane for 'disruptive behavior': 'I was in shock',FOX NEWS: The newest Colonel Sanders is one cool cat,FOX NEWS: Woman's tutorial on how to fold a fitted sheet goes viral: 'This is not how Martha Stewart taught me',Kamala Harris Is Supported by Rivals After Trump Jr. Questions Her Race,Man arrested for smuggling immigrants after answering Craigslist ad,Qatar Continues To Mistreat Migrant Workers,The Qatar ambassador represents a State that faces charges of supporting and financing terrorism,"Piles of poop, litter on trails, trampled wildflowers. In the social-media era, Washington’s public lands are being destroyed. What can be done?","Pope praises Trump-Kim meeting as significant gesture, raises hopes for peace",California Poised to Become First State to Ban Discrimination Based on Natural Hair,FOX NEWS: Only one US state capital does not have a McDonald's,Qatar Continues to Mistreat Migrant Workers,F.D.A. Links 16 Brands of Dog Food to Canine Heart Disease,Will it issue an arrest warrant against Sheikh Hamad bin Khalifa?,Qatar Welcomes US Investment Into Doha Amidst Paid Lobbying,"Trump, Kim will meet at DMZ on Sunday, South Korea’s leader says",Utah Family Sues After Son With Diabetes Is Kept From School,Liberal Democrats Ruled the Debates. Will Moderates Regain Their Voices?,Judge Orders Swift Action to Improve Conditions for Migrant Children in Texas,Baby Found in a Plastic Bag in the Woods Spurs Hundreds of Adoption Offers,"Republicans Revel in Biden’s Debate Troubles, but See a New Threat in Harris",Senate Rejects Curb on Trump’s Authority to Strike Iran,What We Know About Joe Biden’s Record on School Busing,DeVos Repeals Obama-Era Rule Cracking Down on For-Profit Colleges,U.S. Judge Blocks Trump Plan to Shift $2.5 Billion to Pay for Border Wall,LIVE: 'Historic event' as Trump arrives at demilitarised zone for Kim meeting,‘We want more Chinese students’: Donald Trump says US looking for new ways to keep scholars in the country,Trump Consultant Is Trolling Democrats With Biden Site That Isn’t Biden’s,The Asian-American who helped Nike change sneaker culture,"FOX NEWS: Britain's 'hairiest baby' needs her hair cut at least once a month, mom claims",FOX NEWS: Teacher surprised by her kindergarten students at wedding,FOX NEWS: 'Gone with the Wind' mansion up for auction with $1M opening bid,"FOX NEWS: Diver helps woman, 86, recover wedding ring she lost in Pennsylvania lake"
