,0,1,2,3,4,5,6,7,8,9,10,11,12
['2018-05-02T00:00:00.000000000'],"Trump claims immunity, asks court to toss foreign payments suit","Military cargo plane crashes in Savannah, Georgia, airport official says",10 Brutally Honest Advertising Slogans By Clif Dickens,Colorado man pleads guilty after poaching elephant in Zimbabwe,US judge orders Iran to pay billions to families of 9/11 victims,US commerce secretary blames ‘evil practices’ for trade deficit with China,Government has paid out $60M in Border Patrol settlements:,Increase Your Sexual Stamina For ever,Legendary U.S. guitar-maker Gibson files for bankruptcy,"Zika, Lyme drive big increase in bug-borne disease in U.S. Most states not fully ready to fight off ticks and mosquitoes, CDC finds",Cold snap for U.S. April auto sales instead of spring thaw,May Day ‘71: When Bob Parry Went to Jail in the Biggest Mass Arrest in U.S. History,Muslim Groups Cry Racism After Knife-Wielding Somali Is Gunned Down By Police
