,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
['2017-08-31T00:00:00.000000000'],Beyonce launches Hurricane Harvey fundraising plans,US orders Russia to close consulate and two annexes,Tesla Store Helping doctor get to Hurricane Harvey to help,"Unmasked: 11 antifa mugshots guaranteed to make your blood boil. Chants at Berkeley rally: 'No Trump, no wall, no USA at all!'","U.S. releases 500,000 barrels of oil from strategic reserve",Know What Visa Require For Family Visiting In USA,'It's dry as far as you can see': downtown Houston shows signs of recovery,USA deploy more troops to Afghanistan.,Houston flood: 'No way to prevent' chemical plant blast,Send a letter: It's time to take down Confederate monuments,"Houston, DHS officials warn residents of fake agents after Harvey",Mississippi woman allegedly stabbed by 13-year-old who cut her ear off,"US military sends warships, aircraft to Texas",Donald Trump moves to restore work requirement for welfare,"S military sends warships, aircraft to Texas","Evergreen State College faces $2.1M budget shortfall, cites enrollment drop, issues layoff notices - The College Fix",Beware Linda Sarsour's 'Harvey Hurricane Relief Fund',Improving Women’s Preconceptional Health. Use simple Health Tips ~ Health Tips
