,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
['2019-05-20T00:00:00.000000000'],"FOX NEWS: Groom-to-be ends engagement, claims fiancee nearly killed his dog at bachelorette party",FOX NEWS: Collection of 3 Shelby Cobras sold for millions at auction,Trump to Open Middle East Peace Drive With Economic Incentives,FOX NEWS: F1 champ Jenson Button's fiance Brittny Ward strips down to show off baby bump,"FOX NEWS: Chick-fil-A bringing back summer favorite, introducing new item",American farmer on China trade tensions: 'We need to take a stand now',Planting of Cotton at Arlington Elementary School Prompts Discussion,"Florida agriculture commissioner seeks tech, innovation ideas on Israel trip","There’s No Boom in Youngstown, but Blue-Collar Workers Are Sticking With Trump",FOX NEWS: Town developed by Walt Disney Company misspells “Walt” on downtown fountain,FOX NEWS: Underdog Kyle Kaiser qualifies for Indy 500 with amazing last-minute run,Trump and the Four-Letter Presidency,"R.N.C. Accepts Money From Steve Wynn, Mogul Accused of Sexual Misconduct","FOX NEWS: 'General Lee' Sno-Cat thief fined $28,000 for damages to 'Dukes of Hazzard' tribute vehicle","FOX NEWS: 73 percent of Americans would rather road trip than fly, study says",FOX NEWS: Painting your house? Here are 7 questions to ask the crew before they start the job,A possible fix to the Alabama Abortion ban and government overreach,"Connecticut is about to get a $15 minimum wage, passes $15 minimum wage bill",How Paid Paternity Leave Can Help Close The Gender Pay Gap,Ohio House bill would end death penalty for killers with 'serious mental illness',A Transgender Woman Who Was Attacked in Dallas Last Month Has Been Found Dead,Why Trump Can’t Get Enough of the Rose Garden,"Abortion Fight or Strong Economy? For G.O.P., Cultural Issues Undercut 2020 Message","US Navy Sailors Created ""Rape Lists"" Of Female Colleagues, Says Report",Morehouse Graduates’ Student Loans to Be Paid Off by Billionaire,Trump Calls Representative Justin Amash a ‘Loser’ Over Impeachment Talk,Billionaire Robert F. Smith pledges to pay student loan debt of entire Morehouse College graduating class,FOX NEWS: Taco Bell employee let go after calling 'all Muslims terrorists',"FOX NEWS: Manchester Airport unable to refuel planes, causing massive delays and cancellations",FOX NEWS: Guests angry that bride won't let them watch sports during the wedding,Congress Could End the Subpoena Fight by Impeaching Trump Tomorrow,Exclusive: Google suspends some business with Huawei after Trump blacklist - source
