,0,1,2,3
['2017-10-29T00:00:00.000000000'],George Washington’s church to tear down memorial honoring first president,"Bail set at $1 million for Bozeman man charged with raping, strangling woman",How the War on Drugs Creates Terrorists,Trump tells kid trick-or-treaters: 'You have no weight problems'
