,0,1,2,3,4,5
['2017-11-18T00:00:00.000000000'],Seth Meyers Calls Out Al Franken For 'Horrifying' Groping Photo,Trump starts paying his own legal bills on Russia probe -attorneys,Nevada: Court to decide management of Las Vegas gunman’s assets,Unemployment rate hit record low in 13 states this year,Keystone Pipeline closed after major oil spill,Amazon Sellers Brood as States Come Calling for Taxes
