,0,1,2,3,4,5
['2017-01-16T00:00:00.000000000'],Central US Ice Storm Falls Short of Dire Forecasts,Trump Suggests CIA Director 'Leaker' Behind Unsubstantiated Report.,Florida Man sues Verizon for $72m – for letting him commit identity theft,Dylann Roof Sentenced to Death for Charleston Church Massacre : Church Shooting 2016,These Democratic Lawmakers Won’t Attend Trump’s Inauguration,"CIA director rips into Donald Trump over tweets, Russia"
