,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
['2019-01-08T00:00:00.000000000'],Russian lawyer in Trump Tower meeting charged with obstruction in unrelated case,Russian lawyer at Trump Tower meeting charged in separate case,"The IRS will deliver tax refunds during the government shutdown, if it continues that long",Ohio man gets nearly 4-year sentence for Charlottesville beating,"Judge defends Mueller, scolds lawyer for Russian firm",x Down judge Sarah Thomas earns playoff assignment,Exclusive: Sears to ask bankruptcy judge to liquidate,"FOX NEWS: Conway blames Congress, courts for crisis at border, hedges on use of emergency powers",FOX NEWS: Brad Meltzer explores secret plot to kill George Washington in Fox Nation special,"Chicago Seized And Sold Nearly 50,000 Cars Over Tickets Since 2011, Sticking Owners With Debt",Trump administration says it will issue tax refunds despite shutdown,FOX NEWS: Asteroid that killed the dinosaurs caused a mile-high tsunami around the Earth,Second death in prominent Los Angeles man's home raises alarms about Meth crisis in Los Angeles,"After 20 years, the world’s biggest company is …Microsoft","Alexandria Ocasio-Cortez Viral Video Spurs False Media Claims of Conservative Outrage, Says Critic",Why major US TV networks didn't show Obama's immigration address,Networks have absolutely no obligation to air Trump’s racist wall PR stunt tomorrow night. There were Obama speeches they didn’t air too. Don’t give this racist maniac the platform. #DontWatchDonald,Two 'American Daesh fighters' captured by Syrian militia,"Dershowitz: ""Secret"" Emails About Underage Sex Allegations Will Put ""Prominent People in Handcuffs"""
