,0,1,2,3,4
['2017-11-05T00:00:00.000000000'],OMG! Scientists are Trying to Make a Machine That can See Future.,New details revealed in Grace Packer homicide,Vernonia man sentenced for sex crimes,Bill introduced allowing Hawaii’s foreign fishermen onshore - Hundreds of foreign fishermen currently confined to vessels in Honolulu for years at a time would be allowed to come ashore when they dock under legislation introduced Thursday in Congress.,President Donald Trump a signed bipartisan bill Thursday to create a commission that will plan the bicentennial anniversary of the birth of Maryland abolitionist Frederick Douglass.
