,0,1,2,3,4,5,6,7
['2017-12-03T00:00:00.000000000'],Maryland Motor Vehicle Administration issued hundreds of fraudulent drivers licenses,Car Rams Into Civilians In New York City Killing And Injuring Civilians.,"University of Michigan, Ann Arbor",BREAKING. US Withdraws From Obama Negotiated UN Agreement On Mass Migration,another proof of oceans warming rapidly,Golden Krust founder commits suicide in Bronx factory,"Truck Slams Into Bay Bridge Toll Plaza, Killing Caltrans Worker, Injuring 7",Trump defends Flynn but claims he had to fire him
