,0,1,2,3,4,5,6,7,8,9,10,11
['2018-05-01T00:00:00.000000000'],Russian trolls' post-election task: Disrupt Florida and other U.S. energy pipelines,Federal agents peered into a duffel bag on the Mexico border. They found a tiger cub.,Failed Republican Senate candidate Roy Moore sues women who accused him of sexual misconduct,"Ashley Judd sues Weinstein, alleging sexual harassment and retaliation","Roy Moore files lawsuit against 3 women, alleging 'political conspiracy'",The World's Oldest Spider,International Workers' Day,Senator Rubio says U.S. workers get little benefit from tax reform,"Singer Halsey is outraged over the ""watered down white people shampoo"" in hotels",12 Things You Must Never Question Your Man If You Desire An Everlasting Relationship,BUBBLE WATCH: Freddie Mac to Offer Home Loans for Individuals With No Income,Donald Trump sued for defamation by adult film star Stormy Daniels
