,0,1,2,3,4,5,6,7,8,9,10
['2017-07-01T00:00:00.000000000'],How the NSA reads all Internet data,Symbolic representation of hate in any form.,No budget deal as legislative session neared end - Delaware State News,Texas Supreme Court rules gay couples not guaranteed spousal benefits,Gov. Chris Christie at the stroke of midnight Friday ordered a state government shutdown after last-ditch efforts to reach a compromise with Democrats who control the New Jersey Legislature on funding a new state budget failed.,South Dakota is seeking to recoup millions of dollars from a disgraced Platte educational cooperative and more than a dozen school districts that used its services.,"Brendt Christensen, kidnapper of University of Illinois visiting scholar, Yingying Zhang, has Been Arrested",Pentagon delays acceptance of transgender recruits and officers,‘Obamaphone’ program stashes $9 billion in private bank accounts,How a Utah congresswoman responded to the GOP baseball practice shooting,"Doctor with rifle kills 1, hurts 6 at NYC hospital"
