,0,1,2,3,4,5,6,7,8,9,10,11,12,13
['2018-10-31T00:00:00.000000000'],Pandora Support Number,Pandora Support Number,General Motors announced better-than-expected third-quarter corporate results,Lt. Gov. candidate Will Ainsworth’s wife injured in ‘gun accident’,Not computers. America's largest exports to the rest of the world - 'The New American Dream',Kanye West: I’m ‘Been Used’ in politics I Quit,Super Micro tells US lawmakers it found no Chinese spy chips,The Cop Said He “Slipped.” The Video Shows Him Forcing An 11-Year-Old Girl To The Ground. He Wasn’t Punished.,Birthright citizenship: can Trump’s proposed executive order change the Constitution?,"Trump, First Lady Heading to Pittsburgh Amid Grieving Over Synagogue Massacre","The Mystery of the New Boeing Jet That Plunged Into the Sea, Killing 189","REVEALED: Murdered wheelchair-bound mob boss Whitey Bulger, 89, was 'wheeled away from security cameras by three inmates with mafia ties before they beat him to death with a lock in a sock and tried to gouge his eyes out'",Mueller's Office Notifies FBI Of Alleged Scheme Involving Harassment Claim,Lion Air Crash Puts Boeing’s Popular 737 Max in Spotlight
