,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
['2019-08-04T00:00:00.000000000'],FOX NEWS: Record $3.5 million bid not enough for Richard Petty's Plymouth Superbird,A Week of Bloodshed Underscores a Spate of Mass Shootings,Live Updates: Shootings in El Paso and Ohio Leave at Least 29 Dead.,"McConnell Promised to End Senate Gridlock. Instead, Republicans Are Stuck in Neutral.",FOX NEWS: Florida realtor catches heat for advertising home with fiery photo,"Shooting in Dayton, Ohio, Kills at Least 9","FOX NEWS: United pilots arrested, accused of intoxication prior to US-bound flight from UK",Vehicle plows through crowd of peaceful protesters gathered at anti-violence rally in Wisconsin,9 killed in Ohio in second US mass shooting within 24 hours,"FOX NEWS: Vermont’s agritourism industry is bustling with baking, cheese-making classes and more",FOX NEWS: Man uses gun to cut birthday cake by shooting it,"At least 5 dead in Dayton, Ohio mass shooting",Two United Airlines pilots arrested before flight from Scotland to U.S.,"Minutes Before El Paso Killing, Hate-Filled Manifesto Appears Online",El Paso Shooting: Massacre at a Crowded Walmart in Texas Leaves 20 Dead,Satire or Deceit? Christian Humor Site Feuds With Snopes,6 Things We Learned About the 2020 Race From Our Fund-Raising Maps,"Trump Fuels Racial Disharmony, but Courts Black Voters on Facebook",El Paso Shooting: Multiple Fatalities Reported at Shopping Center,"FOX NEWS: Boy, 6, wears special shirt to fight bullying at school: 'I will be your friend'","FOX NEWS: 22 percent of millennials feel like they have 'no friends,' report claims",Georgia Elementary School Is Accused of Racial Insensitivity Over Hairstyle Guidelines Display,Trump Plans More Tariffs for China. You’ll Feel This Round.,FOX NEWS: EasyJet apologizes for stranding at least 130 passengers on British island for 3 days,"18 people shot, multiple dead after shooting in El Paso, police say: ABC news live",ACTUAL Video from inside JCPENNY in Cielo Vista Mall EL PASO WALMART,Water in Hawaii volcano could trigger explosive eruptions
