,0,1,2,3,4
['2017-07-16T00:00:00.000000000'],teenager arrested in london over acid attack,The narrative that Trump colluded with Russia to impact the 2016 presidential elections has unraveled. Now the focus is shifting to the Obama administration’s handling of the alleged Russian interference,"In memo, Trump administration weighs expanding the expedited deportation powers of DHS","U.S. charges 412 people with healthcare fraud, opioid-related schemes",South Carolina mother found dead in car with her two kids hours after allegedly shooting 26-year-old woman
