,0,1,2,3,4,5,6
['2018-07-02T00:00:00.000000000'],"Rand Paul, family allegedly threatened to be killed with ax","Stormy Daniels’s attorney picks up a new client: ‘Stuttering John,’ who prank-called Trump last week","July 4 terror plot thwarted in Cleveland, suspect pledged allegiance to Al Qaeda, FBI says",Man accused of plotting terror attack on July 4th parade in Cleveland,U.S. actor impersonates MPs to call Trang Mandarin for 3 minutes,Independence day usa Greetings,Protests against immigration law enforcement policies in many places in the United States
