,0,1,2,3,4,5
['2017-07-02T00:00:00.000000000'],Maine and New Jersey state governments shut down by budget failures,Muslim leader calls for a worldwide boycott of Starbucks because the coffee chain's pro-gay stance is 'not in line' with Islamic law,"New Jersey government shutdown closes beaches, parks",best fishing reels,Nevada launches sales of legal recreational marijuana,"Report: Sanctuary City San Francisco to Pay Illegal Alien $190,000 Because Police Called ICE"
