,0,1,2,3,4,5,6,7
['2017-12-04T00:00:00.000000000'],Jared Kushner’s ‘failure to disclose’ list grows to include illegal Israeli settlement foundation,"Destroy Terror ""Safe Havens"" In Your Country Or We Will: US Tells Pakistan - NDTV","News and articles about historical figures. Articles about historically obscure, interesting and thoroughly fascinating events, and specialties that make them happen.",CVS to Buy Aetna for $69 Billion in a Deal That May Reshape the Health Industry,DNA sketch leads to suspect confession in Texas slaying,California teen admits to molesting 50 children: police,Social Security: Is it really in danger of collapse?,‘Time is running out’ North Korea attack on USA ‘getting closer’ warns senator
