,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
['2017-01-30T00:00:00.000000000'],Democrats push delay on Tillerson vote over immigration ban,Chaco Canyon oil rights sell for $3 million despite protests,Viber Allows free calls from the US to the Trump's Banned Countries,Viber Allows free calls from the US to the Trump's Banned Countries,"U.S. Consumer Inflation Firmed, Spending Accelerated in December",Steve bannon national security council | steve bannon white supremacism ...,Theresa May Attacked By Corbynfor Not Standing Up For British Values Over Trump Muslim Ban,"So far, no one has explained the hashtag #FailedAmericanSlogans. You kno...","In the last 24 hours, four federal courts have objected to Trump’s actions",West Virginia: Lives Are Forever Changed in Wake Of New Martinsville Budget Finance Company Scheme,"Kurdish family headed to Nashville sent back to Iraq - Fuad Sharef Suleman, his wife, Arazoo Ibrahim, and their three children were escorted from Cairo International Airport back to Iraq, even though they had valid visas to enter the United States.",Veterans angry Trump refugee ban includes Iraq interpreters who risked their lives,Culinary schools struggle with enrollment decline,Military: First-known combat death since Trump in office,A bill has already been introduced in Congress to remove the US from the United Nations,Protest Held Over Miami-Dade Mayor's Immigration Move,White House: Immigration order 'small price' for safety,Female Marines to sleep next to male Marines in field,Trump Against muslims Refugees and migrants,7 Muslim nation ban by Donald trump|Republicans
