,0,1,2,3,4,5,6,7,8
['2019-01-14T00:00:00.000000000'],"FOX NEWS: National forecast for Monday, January 14",FOX NEWS: Fashion student accused of ‘fetishizing' Asian women with bikini design,FOX NEWS: Former 'Bachelor' Arie Luyendyk Jr. marries Lauren Burnham,FOX NEWS: New York Gov. Cuomo to propose ban on single-use plastic bags in next state budget,Trump: We'll devastate Turkey economically if they 'hit Kurds',Tulsi Gabbard once touted working for anti-gay group that backed conversion therapy,Trump sought to hide details of conversations with Putin from admin officials -,"The Briefing on Twitter: ""Why would Russia want to interfere in our election? We may have some of the answers.… """,Soros Online Trump Supporters Will Be Entirely ‘Silenced’ By 2020
