,0,1,2,3,4,5,6,7
['2018-04-08T00:00:00.000000000'],Trump softens trade stance as Beijing puts on tough face,White House defends National Guard border deployment,Michigan will end Flint's free bottled water program,Computer snooping ban passes Georgia Legislature,Signs of struggles on big cases as U.S. Supreme Court pace slackens,Trump Tower blaze kills man on floor without sprinklers,Trump Tower fires: Blaze breaks out at New York property,Vatican's former top diplomat in US is arrested over 'child pornography allegations’
