,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
['2019-04-03T00:00:00.000000000'],THE 24TH ANNUAL ‘GET ON THE BUS’ EVENT DRAWS HUNDREDS OF HUMAN RIGHTS ACTIVISTS TO NYC,Parks eye chipping away at maintenance project backlog,Democrats race to embrace legal weed,"FOX NEWS: Keith Urban, Blake Shelton to perform at ACM Awards","FOX NEWS: 'Little People, Big World' stars Jeremy and Audrey Roloff share their love story in new book","FOX NEWS: Late night hosts Stephen Colbert, Jimmy Kimmel skewer 'orange' Donald Trump over 'origins' mispronunciation",FOX NEWS: Deported MS-13 killer arrested after being caught back in New York,FOX NEWS: Trial delayed for ex-officer charged in neighbor's death,FOX NEWS: University student defends Thomas Jefferson statue's place on campus,"FOX NEWS: Texas man brandished BB gun, hit man and 10-year-old girl with hammer, police say","FOX NEWS: Teacher fired over topless photo, threatens $3M federal lawsuit, alleges gender discrimination: report","FOX NEWS: Dirty dental utensils may have exposed Seattle schoolkids to risk of HIV, hepatitis B, C: reports","FOX NEWS: Grass-chomping goats escape onto highway, forcing temporary closure",Trade Talks Enter Crunch Time as China's Liu Arrives in U.S.,Julian Castro Proposes Immigration System Overhaul,FOX NEWS: Popular Russian candy bars made with secret ingredient: blood,FOX NEWS: El Chapo's wife to launch fashion brand in Mexican mob boss' name,"FOX NEWS: Alexandria Ocasio-Cortez invites Queer Eye star Bobby Berk to ‘swing by,’ revamp her DC office","FOX NEWS: Rihanna’s Fenty Beauty line apologizes, pulls ‘Geisha Chic’ highlighter color after backlash","FOX NEWS: Woman celebrates divorce with 'divorced diva photo shoot,' says she hopes to empower others","FOX NEWS: Bikini-clad bride weds groom in overalls, caps off Florida wedding with roll in the mud","FOX NEWS: Alyssa Milano pushes against Georgia abortion ban, Georgia pushes back","FOX NEWS: Country star Jake Owen raps Notorious B.I.G., talks eclectic music taste",FOX NEWS: New book details life of first lady Barbara Bush,FOX NEWS: Country star Jake Owen says Phil Mickelson told him to go 'f---' himself,Buy Cheap Tramadol Online For Gout Pain | Net Meds Info,America's Cup: Stars and Stripes Team USA have no intention of withdrawing challenge,Automatic Fabric laser cutting machine,Bill to combat sexual assaults on college campuses reintroduced with bipartisan support,Meek Mill and Van Jones Help Introduce Bipartisan Probation Reform Bill,"Virginia officer told black middle schoolers that when they turn 18, ‘then you’re mine’",U.S. capitalism’s dilemma over China,"Donald Trump's Mar-a-Lago club 'breached by intruder carrying two Chinese passports, malware'",Analysis | Mick Mulvaney’s nonsensical math on Obamacare,House Dems approve subpoena for White House security clearances probe,HitmanPro Helpline Number,"Trump, McConnell clash on closing the border",Queens principal praised by de Blasio accused of sexually harassing employee,Group seeks to reopen Waterbury's Holy Land U.S.A.,How Sovereign Citizens Helped Swindle $1 Billion From the Government They Disavow,GOP moves to force House vote on infanticide bill,Pro-Life House Members Push for Vote on Born-Alive Abortion Survivors Protection Act via Discharge Petition | American Center for Law and Justice
