,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
['2017-02-26T00:00:00.000000000'],Sean Spicer Reportedly Forced Staffers to Submit to Phone Checks to Snuff Out Leaks,Attorney General Sessions has said 'good people don't smoke marijuana' — that belief could lead to fuller jails,"Rachel Dolezal, white woman who identifies as black, now jobless, may soon be homeless","Sessions' tough on crime talk could lead to fuller prisons. The federal prison population is on the decline, but a new attorney general who talks tough on drugs and crime and already has indicated a looming need for private prison cells seems poised to usher in a reversal of that trend.","Rachel Dolezal, white woman who identifies as black, now jobless, may soon be homeless",Listings - Limo Directory US,"Trump to skip White House correspondents’ dinner, a first in 36 years",8 days in the Trump administration by a Bangladeshi-American,Most seen dance,Truck rams crowd during Mardi Gras parade,A Trump voter’s message to retailers: ‘Keep your mouths shut about our president’,Vehicle hits crowd at New Orleans parade,25% of all overdoses are from heroin,14 people who broke barriers to make black history,2 grenades found in refrigerator at nursing home,Introduction to Saint Patrick's Day - Sunfrog T-shirt Zone,Parsons to Support NASA Jet Propulsion Laboratory Office Upgrade Program
