,0,1,2,3,4
['2017-05-15T00:00:00.000000000'],A-State building evacuated,The Gender Pay Gap Is Largely Because of Motherhood,Reince Priebus Had to Warn White House Staff Against Showing the President Fake News,Miss USA 2017: Everything you need to know,Alaska Senate drains savings account to cover oil subsidies - Plan would transfer $288 million more than the minimum required by law
