,0,1,2,3,4,5,6
['2018-07-01T00:00:00.000000000'],Ball craziness,Get Directions,How on Earth Did an Iraqi Manage to Win a US Lottery?,"Idaho: 9 people, including refugees, targeted in stabbings on State Street in Boise, police say","New Jersey budget shutdown averted: Deal done to raise taxes, boost spending and avoid closures",Alexei Bayer: The Trump-Putin world order,"Love thy neighbour -- Why America and Mexico are destined to grow even closer [Review of ""Vanishing Frontiers"" by Andrew Selee and ""Homelands"" by Alfredo Corchado]"
