,0,1,2,3,4,5,6,7,8,9,10
['2017-01-11T00:00:00.000000000'],Obama's full farewell speech!,"President Obama Farewell to America Address-FULL SPEECH-Jan 10, 2017",West bound 401 crash Newcastle January 7 2017,Top 10 Richest People in America (United States),وثائقي | اعدام الأميرة السعودية | مشاعل | قصة حقيقية حدثت عام 1977م De...,Intel chiefs presented Trump with claims of Russian efforts to compromise him,Death Penalty for Dylann Roof- The US church Attacker who killed nine black people,South Carolina: Jury sentences Dylann Roof to death for Emanuel AME Church massacre,Massachusetts: Inmates used makeshift weapons during riot at Souza-Baranowski Correctional Center in Shirley before pepper spray was deployed,"Woman, denied abortion while in jail, sues Tennessee sheriff",Where change never came: Obama's hometown
