,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
['2019-01-01T00:00:00.000000000'],FOX NEWS: New poll shows one in three Latino voters support President Trump,FOX NEWS: Warren’s 2020 step tees up possible brutal battle with Bernie for home-turf primary,Lauren McCluskey Murder: She Warned Police About Ex-boyfriend 6 Times Before He Killed Her,FOX NEWS: ISIS may be down but not out -- Here's what the US needs to do in 2019 to combat terrorists and keep us safe,"Hit-and-Run Driver Fled to Saudi Arabia Mid-2017, Possibly With Official Help",A Massive Amount of Iconic Works Will Enter the Public Domain on New Year’s Eve – by Sarah Emerson – 27 Dec 2018,"US military tweets, deletes New Year's Eve message about dropping bombs",Borderline Impossible; The Department of the Interior’s Wall Struggles,"2019 new laws: Illinois OKs pink hunting vests, Ohio requires cursive, Hawaii legalizes medically assisted suicide, California requires pet stores only sell rescues &amp; more","Black teacher sues NY school for discrimination, 'racial jeers'",Rose Parade Queen is LGBTQ community member,Dr. Hook &amp; Medicine Show Singer Ray Sawyer Dead at 81: Report,"New laws, 2019: Vermont pays people $10K to move there, Connecticut and Hawaii are making it illegal for employers to ask job applicants about their pay history, internet taxes, pet protection &amp; more",Analysis | A year of unprecedented deception: Trump averaged 15 false claims a day in 2018,OnePlus 6T,Las Vegas nail salon manager killed in dispute over $35 manicure bill
