,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
['2018-03-02T00:00:00.000000000'],Delta Airlines NRA dispute: Only 13 passengers ever bought tickets,How a push to cut costs and boost profits at surgery centers led to a trail of death,Pilot Landing At Dulles: ‘Pretty Much Everyone On Flight Threw Up’,President Trump and First Lady Melania Trump arrive in North Carolina ahead of the late Rev. Billy,President Trump and the First Lady depart DC for Rev. Billy Graham's funeral in North Carolina,YouTube recruiter sues Google for allegedly refusing to hire white and Asian men,Destroying Jared Kushner: a five-part play,At least 2 dead after shooting at Central Michigan University,Central Michigan University Shooting Kills 2 People.,Snakes alive! 31-pound Burmese python devours 35-pound white-tailed deer fawn in Florida,ACTRESS SRIDEVI UNSEEN BEAUTIFUL PHOTOS !!!,Armed ‘Teacher of the Year’ Opens Fire in School,White House preparing for McMaster exit as early as next month,Dow tumbles nearly 500 points as tariff talk sparks worry of trade war,"A look at solutions to human trafficking in ""The Harvard Of Pimps"", Milwaukee","First Lady Melania Trump remarks at the White House Opioids Summit On March 1,2018","Nancy Pelosi Takes Questions on Kushner 'He should be Out' On March 1,2018",Marijuana On The Ballot: Rhode Island Voters Could Weigh In On Legalization
