,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
['2019-03-25T00:00:00.000000000'],"Netanyahu at White House, Trump recognizes Golan Heights as Israel's",Yale rescinds student's admission as defendants charged in $25 million college entrance scam set to appear in Boston federal court,Boeing spent millions of dollars lobbying its interest in the Congress and the FAA,"Man stole $122m from Facebook and Google by sending them random bills, which the companies dutifully paid",FOX NEWS: 5 killed in shooting in China's Inner Mongolia,FOX NEWS: The Latest: Thai parties jostle for power after election,"FOX NEWS: Mother, dead child found in parked car in apparent murder, suicide attempt: police","FOX NEWS: Mueller finds no collusion between Trump and Russia, but fight far from over","FOX NEWS: Ohio man, 20, arrested for attacking teen for allegedly raping 5-year-old: police",FOX NEWS: Rudy Giuliani calls for Trump accusers to apologize after Mueller report finds no Russia collusion,FOX NEWS: Democrats have to accept the Mueller report is right and move on: former Clinton adviser,FOX NEWS: Media focus moves to Hill probes,FOX NEWS: After the Buzz: Trump hits social media as biased,FOX NEWS: Former DOJ official praises Trump Justice Department's handling of Mueller probe,Bipartisan Bill Introduced to Sanction Financial Supporters of Hamas,"FOX NEWS: Bette Midler says Trump got away with ‘crimes,’ despite Mueller report summary",FOX NEWS: Dr. Dre deletes Instagram post bragging about daughter’s acceptance into USC,FOX NEWS: Pete Davidson met Kate Beckinsale’s parents over dinner last week: report,FOX NEWS: Hollywood reacts to release of Mueller probe findings,"FOX NEWS: Olivia Jade thinks parents Lori Loughlin, Mossimo Giannulli 'ruined' her life with college scandal: report",FOX NEWS: Egypt bans singer Sherine Abdel-Wahab banned for saying country lacks free speech,FOX NEWS: Jordan Peele's 'Us' scares away box office competition with $70.3 million in ticket sales,FOX NEWS: 'Scary Spice' Mel B reveals she once had sex with Geri 'Ginger Spice' Halliwell,"FOX NEWS: Meghan Markle can never 'have it all,' must drop 'A-list Hollywood' lifestyle, royal expert warns",FOX NEWS: Dubai government slams reports of planned R. Kelly performance,Colorado Lawmakers look to improve mental health care for CO youth,New bill in Congress could allow student athletes to profit off their image,The Boeing 737 Max crisis goes way beyond software,Here is a 32 page fully sourced white paper laying out the entire Trump Russia collusion story.,2 Shot At Popular Palm Springs Gay Nightclub,"Analysis: A cloud lifts over Trump, but at a cost: ""The cloud that has hung over President Donald Trump since the day he walked into the White House has been lifted.""",Grandparents are increasingly becoming primary caregivers thanks to the opioid crisis,The Mueller Investigation,Schiff: It was a mistake not to interview Trump in Mueller probe,Buttigieg surges to third place in new Iowa poll,NASA’s Mars 2020 rover passes its tests with flying colors,FOX NEWS: German woman known as 'scammer socialite' will likely get deported,FOX NEWS: Cyndi Lauper to bring star power to Vermont commencement,"FOX NEWS: California driver killed after vehicle goes off cliff, plunges 500 feet, officials say","FOX NEWS: North Carolina mom purposely crashes into vehicle carrying her 2 kids amid custody dispute, cops say",FOX NEWS: New Mexico archbishop again denounces 'Santa Muerte',"FOX NEWS: Schiff says there is still 'significant evidence of collusion', plans to subpoena to see Mueller report",FOX NEWS: Mark Levin weighs in on Department of Justice and FBI leaks to the media during the Mueller investigation,FOX NEWS: Media suggests there is a ‘cover-up’ in the works for the Trump-Russia probe,FOX NEWS: Beto O'Rourke claims 'beyond a shadow of a doubt' that there was collusion between Trump and Russia,FOX NEWS: California driver killed after vehicle goes off cliff
