,0,1,2,3,4,5,6
['2018-11-18T00:00:00.000000000'],"Broken machines, ballot-shortages, and too many long queues -- Some states are really bad at running elections",Living with an Unmarried Partner Now Common for Young Adults,"The Reinvention of America's Towns, Is there creativity and imagination going on in the local communities and schools?",See how a warmer world primed California for large fires,Journalist Killed at Chinese Newspaper Outside Los Angeles,"Florida sues CVS, Walgreens over sale of opioids",Dozens of carriages fall on to highway after train derails in Georgia
