,0,1,2,3,4,5,6,7,8,9,10
['2017-12-16T00:00:00.000000000'],Matt Lauer Took A Hostage… His Life Is Over,"US becoming 'world champion of extreme inequality' under Donald Trump, says UN poverty envoy",Trump's $1.5tn tax cut plan on course as Republican senators fall in line,Trump reconsiders rules protecting miners from black lung,"19 million California voter records hacked, held in Bitcoin ransom, per report",How Putin's proxies helped funnel millions into GOP campaigns,A federal grand jury in Oklahoma has indicted a 63-year-old man accused of kidnapping his stepdaughter and holding her captive for 19 years in Mexico and elsewhere while fathering her nine children.,"Kansas Democrat Andrea Ramsey, accused of sexual harassment, will drop out of U.S. House race","Thomas fire could surpass 1889 Santiago Canyon fire, believed to be California's largest",$7.5 million Delaware settlement announced in Vaughn prison uprising lawsuit,A journey through a land of extreme poverty: welcome to America | Society
