,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
['2019-02-14T00:00:00.000000000'],"America calls time on the INF treaty, ushering in a new age of missiles -- The pact signed by Reagan and Gorbachev underpinned bilateral arms control for 30 years","Volkswagen Beetle Car for sale in Boca Raton, Florida",How Pc Matic Protects a Device from Virus and Malware,FOX NEWS: Indiana family claims meningitis killed 10-year-old daughter in matter of days,FOX NEWS: DNA testing goes to the dogs,FOX NEWS: Deadly ‘zombie’ deer disease could spread to humans,"FOX NEWS: Indiana family claims meningitis killed daughter, 10, in matter of days",FOX NEWS: Instagram fitness influencer gets slammed for allegedly scamming thousands of clients,"FOX NEWS: Deadly ‘zombie’ deer disease could possibly spread to humans, experts warn","FOX NEWS: Colorado girl, 7, dies nearly two months after exhibiting flu symptoms, falling into coma",FOX NEWS: Rep. Roger Marshall says N.Y. abortion law is a danger to mothers,"FOX NEWS: Ancient spider fossils still have silvery, shimmering eyes","FOX NEWS: If you’re hit by a natural disaster, you’ll be glad government did these things",FOX NEWS: Billionaire backlash: Why it's hurting rich candidates and just plain rich,FOX NEWS: New Mexico county becomes ‘Second Amendment Sanctuary’ in protest of gun control legislation,"FOX NEWS: 1,159-page bipartisan border compromise completed, Trump unclear on support",FOX NEWS: House GOP leader McCarthy slams Dem's 'blah blah blah' mockery of Trump administration accomplishments,FOX NEWS: Menendez threatens to call police on reporter asking about Green New Deal: report,FOX NEWS: Graham: We need to take border deal as a down payment and build this damn wall,FOX NEWS: Omar grills Trump envoy to Venezuela after botching his name,FOX NEWS: Ingraham: The liberal train to nowhere,"FOX NEWS: Trump, Newsom spar over California scaling back $77B bullet train","FOX NEWS: Portland, Oregon, pulls out of FBI terrorism task force, following San Francisco's lead","NASA To Make Last Try To Contact Mars Opportunity Rover, Likely “Dead”","Paul Manafort: Trump ex-aide lied to prosecutors, judge rules","This Presidential Candidate Wants to Give Every Adult $1,000 a Month","In A First, New York City Bill Would Create New Agency To Manage Climate Change",FootMatters- foot care and related shoe,February’s Full Snow Moon will be the largest supermoon of 2019,"In the 2017 report “Reinventing construction through a productivity revolution”, MGI argued that, if construction sector productivity were just to catch up with that of the total economy, there would be a cumulative productivity boost of up to 60%, translating into a 2% global GDP boost.","NASA To Make Last Try To Contact Mars Opportunity Rover, Likely “Dead”"
