,0,1,2,3,4,5,6,7,8,9,10,11
['2018-03-19T00:00:00.000000000'],"President Donald Trump Address On March 19, 2018 In White House",Boy shoots sister in video game controller dispute,London and Brussels close an agreement on the ‘brexit’ transition period,International Flights Offer From US - Crystal Travel US,"Austin explosion may have been triggered by tripwire, police say","Bronx man abandons baby in Upper East Side station, claims he lost her while snoozing","Connecticut: He Threatened To Kill Himself, So The Police Took His Guns",US Steel and Aluminum Tariffs Meet Resistance,Death of an acrobat of the Cirque du Soleil in full show in Florida,How Cambridge Analytica Hacked 50million Facebook client to help Trump to Win U.S presidential Election,Russian missiles in action,"Trump, harassed by the Russian investigation, attacks harshly against the prosecutor who directs it"
