,0,1,2,3,4,5,6,7,8,9,10,11,12
['2017-07-20T00:00:00.000000000'],Remains found likely those of 10th Arizona flash flood victim,Cop Suspended After Body Camera Video Shows Him Planting Drugs,LIVES AT RISK Pentagon slams Turkey over US military data leak – ReportersLab,Trump Is Angry At Everyone â But He's Really Upset His Pick Isn't Running The Russia Investigation,Albuquerque Tea Party given tax-exempt status after 8 years,Justine Damond shooting: Minneapolis police 'feared ambush' - BBC News,Supreme Court: Relatives are temporarily exempt from Trump's travel ban,Army prepares women to shower with men as part of ‘transgender’ training,"Police: Teen ordered to leave U.S. gave birth in Greenville restaurant, put baby in trash","Feds: How an exec bilked Medicare, spent millions",Foul odor caused nausea and headache to passengers of American Airlines plane,Rosie O'Donnell sparks outrage with Trump-killing game,BREAKING: Supreme Court Backs ‘Strict Enforcement’ of Trump Travel Ban
