,0,1,2,3,4,5,6,7
['2017-06-28T00:00:00.000000000'],A Tale of 50 Cities | Population Changes of the 50 Largest US Cities Since 1790,"Social media, reducing number of good Samaritans since 2007",Here are the least affordable places to buy a home in the U.S.,USA Gymnastics: Sexual assault investigation urges cultural change,"Here is a list of all the Governors in the U.S.A. Please contact them in a peaceful, respectful m...","Goodwin Fire forces evacuations of Mayer, AZ and other areas; State Route 69 closed. Parts of Prescott, AZ under threat","Seattle's $15 minimum wage may be hurting workers, report says",Ruling On Mexico Shooting By Supreme Court Adds To Texas Immigration Battles
