,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
['2019-12-22T00:00:00.000000000'],"FOX NEWS: Massive 35-car pileup in Virginia leaves several with life-threatening injuries, shuts down interstate",FDA under fire for years of delays on e-cigarette regulation,FOX NEWS: This is the most popular cartoon car of all time,'Some things should be off-limits': Dingell calls for civility after Trump's attack on late husband,AOC is right to stand up to Democratic establishment on SALT,Defense stocks could soar again in 2020 after massive defense spending jump,Officials Discussed Hold on Ukraine Aid After Trump Spoke With Country’s Leader,"Bill Barr Indicts 8 for Funneling Millions in Foreign Donations to Adam Schiff, Hillary Clinton","Trump top adviser: 'Traditionally, it's always been Republicans suppressing votes' The campaign aide, who was recorded at a private event, said later he was referring to false allegations against the GOP. Dec. 20, 2019",These Reporters Lost Their Jobs. Here Are the Stories They Couldn’t Tell.,‘I’m Kidnapped’: A Father’s Nightmare on the Border,A Law Professor’s Provocative Argument: Trump Has Not Yet Been Impeached,Columbia Inquiry Found Plagiarism in Monica Crowley’s Dissertation,14 Horses Found Shot to Death at Abandoned Coal Mining Site in Kentucky,Military Says Hand Gestures at Game Were Not White Power Signs,"Infosys will pay California $800,000 to resolve the allegation that, between 2006 and 2017, approximately 500 Infosys employees were working in the state on Infosys-sponsored B-1 visas rather than H-1B visas,",Trump touts Putin speaking out against his impeachment,FOX NEWS: Passengers behaving badly: 10 of the craziest things that happened on airplanes in 2019,Fear and Loyalty: How Donald Trump Took Over the Republican Party,‘Christmas’ has become a bad word everyone is too afraid to say,GOP Senate quietly removes white nationalism from new requirements to screen military enlistees,Trump slams evangelical publication that calls for his removal from office The influential Christianity Today was founded by evangelist Rev. Billy Graham. Jordyn Phelps 20 December 2019
