,0,1,2,3,4,5,6,7,8
['2018-09-16T00:00:00.000000000'],Video: How people trapped by Florence rescued by helicopter,"Man dies after shark attack off Cape Cod, first fatality in 80 years",Officer helped others as his home burned after gas blasts,Family helping family in Florence amid numerous flooded roads (video),One unintended consequence of Lehman collapse: The birth of a new kind of bank,US 'serial killer' border agent arrested,Thousands of mental health professionals agree: Trump is dangerous,FEMA to test 'Presidential Alert' system next week,"US Border Patrol agent arrested in connection with 4 killings, kidnapping"
