,0,1,2,3,4,5,6,7,8,9,10,11
['2018-01-03T00:00:00.000000000'],Goodfellas Paul Sorvino Talks About Harvey Weinstein And His Daughter Mira Sorvino,Carnival Cruise Line Offering New Monthly Payment Options,I believe the underlying momentum of the country is towards the Republican,White House: US to announce further action against Pakistan in next 24-48 hours,BREAKING NEWS: Ambassador Nikki Haley Once Again Gives EXPLOSIVE Speech at the UN Council 2/1/2018,President Trump's Not Going To Sit By and do NOTHING Like Obama:Sarah Sanders SLAMS Reporter 2/1/18 - YouTube,"Suspect in deadly ""swatting"" call in Kansas held without bail in Los Angeles",Children ordered to sleep in bed with murdered brother’s body,Romney Changes Location on Twitter as Utah Senate Seat Opens,#1 Financial News Story of 2017: President Trump,Coal mining deaths more than double in 2017,Coal to the Rescue
