,0,1,2,3,4,5,6,7,8,9,10
['2018-02-11T00:00:00.000000000'],Make a money quickly,"President Trump Weekly Address February 11, 2018 White House, Washington DC","President Trump and First Lady Melania Trump dinner at the Trump International Hotel Feb 10, 2018",H.R. 4760: The National Biometric ID for 'All Americans' Just Won't Die | Congress Quietly Pushing Bill to Require National Biometric ID for ‘ALL Americans’,Jacqueline wants to be focused at work! || Jacqueline Fernandez || Salma...,"Minnesota vs. 3M: A guide to the $5B trial - State’s biggest environmental lawsuit, over company’s PFCs in groundwater, starts this month",Washington Senate Passes Automatic Voter Registration,Police identify 2 Westerville officers shot and killed in line of duty,Horrifying report shows child sex trafficking is fastest growing crime business in America,Here’s the really bad news: Only half of Americans own stocks,Three different clips on how CNN and MSNBC are using violent industries to overthrow Trump
