,0,1,2,3,4,5,6,7,8,9,10,11,12,13
['2017-11-29T00:00:00.000000000'],U. S Government Warns Of Possible Hack Attacks,The War for your Wallets — Black Friday vs. Cyber Monday. Who Won?,"Loans for USA residents only $100-1000$,thank me later....you don't need to submit any document get funded in 10mins",Compare Melania Trump to Michelle Obama&amp;#039;s White House Christmas decor,Conservative Commentator Arrested After Brawl at UConn Event,24-year-old man arrested in Tampa serial killings,Is Donald Trump Doing a Good Job? Get a VISA Gift Card,Neighbor builds concrete wall completely blocking elderly man's driveway and they become best friends!,New York: Legal Aid Lawyers Stage Walkout After Yet Another ICE Court Arrest,"Hawaii: ‘Attack’ siren to sound Friday, after North Korea missile test",War on Drugs: U.S. Coast Guard operates secret prisons in Pacific,Judge clears way for Trump’s pick to head CFPB,Company wins 30 million aid contract for Puerto Rico fails to provide any relief work,How long can they keep firing these off?
