,0,1,2
['2017-06-04T00:00:00.000000000'],Dad and Daughter Walk Together to First Day of Kindergarten … and Last Day of High School,Donald Trump ”tried to roll back Russia sanctions the moment he got into power’,Boy 'Identifying' as Girl Swamps Opponents in Connecticut High School Track Meet
