,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
['2018-02-01T00:00:00.000000000'],MAKING MONEY ONLINE IT ALL STARTS WITH YOU NOT METHODS NOT GOOGLE YOU,2 students shot at Los Angeles middle school,UK Vice President Mike Pence At GOP Congressional Retreat Full Speech (Audio Only) on 2/1/2018,Veterans struggle to find mental health care,Thrifty living: The profitable business of selling to the hard-up -- Dollar General thrives where low-income families struggle,The powder room: Fentanyl is lethal and almost impossible to keep out of the country -- Finding a needle in a haystack would be a lot easier,Exclusive Interview with United Kingdom Theresa May of China-UK relationships,STUNNING! Democrats BOO and GROAN at Trump Mention of Murder Victims of MS-13 Killers (VIDEO) • u/Vanja_01,Amateur astronomer discovers NASA satellite that's been lost for 12 years,"Last month, 83% of U.S. protests were against Trump - Tips Holic",Massive security measures underway for Super Bowl,Trump’s DHS Secretary Confirms They Are Preparing To Arrest Sanctuary City Leaders,SNIPER MAKES ISIS TRAINER’S HEAD DISAPPEAR FROM 3/4 OF A MILE AWAY • u/Vanja_01,"BREAKING : Joy Urges Democrats To Yell ‘You Lie’ At Trump’s SOTU, Immediately Gets Smackdown On Air","Roger Goodell Defends Decision To Ban AMVETS Super Bowl Ad, Claims League Has Done Enough To Honor Military • u/Vanja_01","Appeals court upholds U.S. consumer watchdog bureau's independence - A federal appeals court Wednesday ruled that the structure of the U.S. Consumer Financial Protection Bureau is constitutional, dealing a legal defeat to many Republicans and business groups that say the watchdog is too powerful.",USA Gymnastics doctor ‘abused 265 girls’
