,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
['2017-01-07T00:00:00.000000000'],‘James Bond of Philanthropy’ Gives Away the Last of His Fortune,Michelle obama final speech | michelle obama speech today | michelle oba...,NYPD captain suggests unsolved rape cases are 'not a trend that we're too worried about' because most weren't committed by strangers,Lauderdale airport shooting suspect reportedly said he heard voices,Tilikum death | tilikum died | The infamous SeaWorld Tilikum killer whal...,Trump says hacking had 'no effect' on his election,Russia hacking: Putin 'ordered campaign of influence' in US election,"Saddam Hussein's death warrant signed 'on day one' after 9/11, former CIA analyst reveals",LGBT Marketing,Nigel Farage to host lavish party for Donald Trump at Washington hotel,No Jail Time for White High School Football Player Who Raped Black Mentally Disabled Teammate with Hanger,"Shooting at Fort Lauderdale Airport 5 dead, suspect had gun in bag",Fort Lauderdale Int’l Airport shooting suspect Esteban Santiago,Om puri death | om puri news | om puri net worth | Award-winning Indian ...,Shooting at Ft. Lauderdale Airport reporting 5 dead 8 injured,"Shooting At Ft Lauderdale Airport Florida Leaves Multiple Dead, Shooter in Custody",Revolutionary blood test 'can predict how long you'll Live',"Shooting At Ft Lauderdale Airport Florida Leaves Multiple Dead, Shooter in Custody","1 In Custody, 3 Dead In Shooting At Fort Lauderdale-Hollywood Int’l Airport"
