,0,1,2,3,4,5,6,7,8,9
['2018-01-10T00:00:00.000000000'],California inhales: The Golden State’s new pot laws are almost comically progressive -- Some cities plan to give people with marijuana convictions priority when setting up legal pot shops,Use it or lose it: Should voters who don’t vote stay on voter rolls? -- An Ohio voter-purge case with national implications comes before the Supreme Court,"US sets deadline for 200,000 Salvadorans to leave",Judge blocks Trump decision to end young immigrant program,"New Jersey: Dr. James Kauffman plotted with the Pagans outlaw motorcycle gang to build a massive opioid drug ring, and when his wife found out and threatened divorce, he had her killed to protect his drug “empire,” Atlantic County Prosecutor Damon G. Tyner said Tuesday.",Judge blocks Trump move to end Dreamers program for immigrants,Donald Trump signs executive order helping veterans.,NJDOT plow driver charged in DWI crash - State snowplow driver had blood alcohol level nine times the legal limit,Native American tribes file federal lawsuit against opioid industry,Two-Part Immigration Reform Could Be On The Table- Trump
