,0,1,2,3,4
['2018-10-13T00:00:00.000000000'],"Tweet from Donald Trump Jr., link's Jamal Khashoggi to Bin Laden and Terrorism","Rates of unvaccinated children on the rise, says CDC","Fish and Game commissioner hunts ‘family of baboons’ in Africa, faces calls to resign","Fish and Game commissioner hunts ‘family of baboons’ in Africa, faces calls to resign",Bodies of 11 babies found in shuttered Detroit funeral home
