,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
['2017-06-17T00:00:00.000000000'],President Trump's Twitter Library Is Now Open In NYC,Hero Chinese driver stops bus safely before dying of heart attack,"Rosenstein Just Betrayed Trump, So Trump Destroyed Him With These TWO WORDS",North Korea Was Behind Wannacry Attacks Belived By GCHQ Cyber Cops,‘Crooked Hillary’ New York road sign defaced to read,World's 1st fully accessible water park opens in Texas,To ‘Utterly Vicious And Barbaric’ Sanctions North Korea To Accelerate Nuclear Program In Response,"Southwest US preps for 120 temps: Water, water, more water",Michelle Carter text suicide trial verdict: Guilty,Chinese Navy Visiting Flotilla Docks at Iran's Bandar Abbas,Seven missing after US destroyer collision,7 sailors missing after Navy destroyer collision off Japan,British spies warn that North Korea was behind crippling NHS cyber attack and are the same group of hackers who targeted Sony,"U.S. Navy destroyer, Philippines merchant vessel collide off Japan",US Navy destroyer takes on water after collision,Officer who shot Philando Castile found not guilty,Trump administration OK leaving women out of drafting health care bill.,Home builders cut back for third straight month,Pence hires his own lawyer for Russia probes,Trump's personal lawyer hires attorney: report
