,0,1,2,3,4,5,6
['2017-10-21T00:00:00.000000000'],Killer of Navajo Nation girl gets life prison sentence,Missing California hikers died in apparent ‘murder-suicide,"Helpful!! Find out the cheapest you can pay for your car insurance, available results for the 50 states of USA","Midwest City Police Chief: 'We will be killing Oklahomans on a daily basis,' one result of mental health and substance abuse treatment cuts.",Missing California hikers died in apparent ‘murder-suicide,White House Press Briefing,Body Cam Study Shows No Effect On Police Use Of Force Or Citizen Complaints
