,0,1,2,3,4,5,6,7,8
['2019-01-21T00:00:00.000000000'],"FOX NEWS: Martin Luther King, Jr. National Historical Park reopens despite government shutdown",FOX NEWS: John Travolta's 'Gotti' biopic nominated for worst movie of 2018 at the Razzie Awards,Thousands of flights canceled in the US due to Harper storm,Zero Deposit Car Insurance Helpful Tips,"Facebook launches petition feature: ""Will now let you make political demands. With the launch of Community Actions, its News Feed petition feature. Community Actions could unite neighbors to request change from their local and national elected officials and government agencies.""",Lady Gaga blasts Pence as ‘worst representation of what it means to be Christian’,"Winter Storm Grounds Flights, Delays Trains And Knocks Out Power","Senate GOP adds disaster aid, spending stopgap to Trump’s immigration offer",Maga hat boy's mother blames 'black Muslims' for her son harassing Native American man
